1,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,ﾀﾞｲﾎﾞﾝﾄﾞﾌﾟﾛｸﾞﾗﾑ名,OK/NG,1,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
2,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,Pick Level,MAX-MIN,1,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
3,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,Bond Level,MAX-MIN,1,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
4,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,Ejector Up Level,MAX-MIN,1,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
5,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,Pick Level差異限界,MAX,1,0,SP                  ,0,5439,35:56.0,2,NULL,0,0,0,0,0,0,0,0,NULL,0
6,DB,ZD,        ,装置設定ﾊﾟﾗﾒｰﾀｰ,Bond Level差異限界,MAX,1,0,SP                  ,0,5439,35:56.0,3,NULL,0,0,0,0,0,0,0,0,NULL,0
7,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Pre Inspection(Placement-x)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
8,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Pre Inspection(Placement-y)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
9,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Pre Inspection(Area)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
10,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-x)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:23.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
11,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-x)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:24.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
12,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-x)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:25.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
13,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-x)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:25.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
14,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-y)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:26.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
15,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-y)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:26.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
16,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-y)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:27.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
17,DB,ZD,1,製品出来栄え,Pre Inspection(Placement-y)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:27.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
18,DB,ZD,1,製品出来栄え,Pre Inspection(Area)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:27.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
19,DB,ZD,1,製品出来栄え,Pre Inspection(Area)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:28.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
20,DB,ZD,1,製品出来栄え,Pre Inspection(Area)ｽﾞﾚ 右ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:28.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
21,DB,ZD,1,製品出来栄え,Pre Inspection(Area)ｽﾞﾚ 左ｽﾀﾝﾌﾟﾋﾟﾝσ,MAX,3,0,SIGMA               ,0,5439,11:29.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
22,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Post Inspection(Placement-x)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
23,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Post Inspection(Placement-y)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
24,DB,ZD,        ,ｴﾗｰﾛｸﾞ,Post Inspection(Placement-θ)ｴﾗｰ回数,MAX,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
25,DB,ZD,1,製品出来栄え,Post Inspection(Placement-x)ｽﾞﾚAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:32.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
26,DB,ZD,1,製品出来栄え,Post Inspection(Placement-y)ｽﾞﾚAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:33.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
27,DB,ZD,1,製品出来栄え,Post Inspection(Placement-θ)ｽﾞﾚAVE,MAX-MIN,3,0,AVE                 ,0,5439,11:33.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
28,DB,ZD,1,製品出来栄え,Post Inspection(Placement-x)ｽﾞﾚσ,MAX,3,0,SIGMA               ,0,5439,11:34.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
29,DB,ZD,1,製品出来栄え,Post Inspection(Placement-y)ｽﾞﾚσ,MAX,3,0,SIGMA               ,0,5439,11:34.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
30,DB,ZD,1,製品出来栄え,Post Inspection(Placement-θ)ｽﾞﾚσ,MAX,3,0,SIGMA               ,0,5439,11:35.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
31,DB,ZD,        ,製品出来栄え,ﾊﾞｯﾄﾞﾏｰｷﾝｸﾞｶｳﾝﾄ数,MAX-MIN,3,0,SP                  ,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
32,DB,ZD,        ,消耗品,ｺﾚｯﾄ打点回数,MAX,3,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
33,DB,ZD,        ,消耗品,右ｽﾀﾝﾌﾟﾋﾟﾝ打点回数,MAX,3,0,NULL,0,5439,35:56.0,NULL,NULL,0,0,0,0,0,0,0,0,NULL,0
